实时定位,设备号,方向,ID,定位时间,实时地址,速度,
119.682793，29.769466,866551032797503,0,5f4201815bd7ea2d9408ce19,1597453626,浙*************8,0,
119.7071，29.807667,868035047226064,231,5f4201815bd7ea2d9c2553fe,1597229021,浙****************号,0,
119.706299，29.807079,868035047226064,229,5f4201815bd7ea2d9c2553ff,1597229022,浙****************号,35,
119.680443，29.800978,868035047227814,321,5f4201815bd7ea2d9c255400,1597229027,浙***************号,19,
119.705887，29.806816,868035047226064,252,5f4201815bd7ea2d9c255401,1597229028,浙****************号,20,
119.701653，29.811485,868035047008314,248,5f4201825bd7ea2d9c255402,1597229030,浙**************8,0,
119.705788，29.806837,868035047226064,288,5f4201825bd7ea2d9c255403,1597229030,浙****************号,19,
119.705681，29.80691,868035047226064,308,5f4201825bd7ea2d9c255404,1597229032,浙*************号,23,
119.705559，29.807016,868035047226064,318,5f4201835bd7ea2d9c255405,1597229034,浙*************号,29,
119.680443，29.800978,868035047227814,321,5f4201835bd7ea2d9c255406,1597229036,浙***************号,0,
119.701393，29.811422,868035047008314,0,5f4201835bd7ea2d9c255407,1597229037,浙**************0,0,
119.679802，29.801655,868035047227814,315,5f4201835bd7ea2d9c255408,1597229041,浙*************号,26,
119.701462，29.811462,868035047008314,52,5f4201835bd7ea2d9c255409,1597229041,浙**************0,6,
119.678329，29.793896,868035047198763,0,5f4201845bd7ea2d9408ce1a,1597453691,浙***************号,0,
119.678329，29.793896,868035047198763,0,5f4201845bd7ea2d9408ce1b,1597453713,浙***************号,0,
119.692856，29.766539,868035042243433,13,5f4201845bd7ea2d9408ce1c,1597453762,浙**********线,0,
119.705559，29.807016,868035047226064,318,5f4201845bd7ea2d9c25540a,1597229043,浙*************号,0,
119.67968，29.801748,868035047227814,308,5f4201845bd7ea2d9c25540b,1597229043,浙*************号,29,
119.692856，29.766539,868035042243433,13,5f4201855bd7ea2d9408ce1d,1597453762,浙**********线,0,
119.692253，29.766926,868035042243433,297,5f4201855bd7ea2d9408ce1e,1597453765,浙**********线,14,
119.692192，29.766935,868035042243433,285,5f4201855bd7ea2d9408ce1f,1597453767,浙**********线,11,
119.692131，29.766914,868035042243433,263,5f4201855bd7ea2d9408ce20,1597453769,浙**********线,10,
119.70488，29.80768,868035047226064,321,5f4201855bd7ea2d9c25540c,1597229044,浙*************号,36,
119.692085，29.766884,868035042243433,239,5f4201865bd7ea2d9408ce21,1597453771,浙**********线,13,
119.692017，29.766827,868035042243433,220,5f4201865bd7ea2d9408ce22,1597453773,浙**********线,17,
119.681976，29.796553,868035047010012,217,5f4201aa5bd7ea2d8b426042,1597391721,浙**************号,16,
119.686775，29.80587,868035047013990,78,5f4201cf5bd7ea2da5735bb2,1597538533,浙**********路,21,
119.678238，29.786806,868035047010176,142,5f42020a5bd7ea2d994bdd02,1597450626,浙************路,37,
119.681877，29.799412,868035047199609,326,5f42020c5bd7ea2d9408ce23,1597448540,浙***************号,34,
119.690308，29.794729,868035047198517,244,5f4202115bd7ea2d8c260b92,1597452869,浙***************号,29,
119.698143，29.796076,868035047008068,345,5f4202125bd7ea2d9023aab2,1597393795,浙**************8,24,
119.698143，29.796076,868035047008068,345,5f42026c5bd7ea2da876faa2,1597393795,浙**************8,24,
119.681877，29.799412,868035047199609,326,5f4202705bd7ea2d9b264cc2,1597448540,浙***************号,34,
119.701393，29.811562,868035047008314,328,5f42030b5bd7ea2d994bdd03,1597229045,浙**************0,10,
119.672997，29.807791,868035047199602,212,5f42036b5bd7ea2d893ed6d2,1597391723,浙**************号,8,
119.701393，29.811562,868035047008314,328,5f4204c85bd7ea2d8b426043,1597229045,浙**************0,10,
119.679405，29.80197,868035047227814,316,5f4204f05bd7ea2da876faa3,1597229047,浙*************号,34,
119.682014，29.798288,868035042255395,0,5f42050f5bd7ea2da876faa4,1597390867,浙***********9,0,
119.698143，29.796076,868035047008068,345,5f4205325bd7ea2d9b264cc3,1597393795,浙**************8,24,
119.698143，29.796076,868035047008068,345,5f42054e5bd7ea2d9023aab3,1597393795,浙**************8,24,
119.681717，29.799593,868035047199609,320,5f4205555bd7ea2da0373632,1597448543,浙***************号,27,
119.681717，29.799593,868035047199609,320,5f4205875bd7ea2da876faa5,1597448543,浙***************号,27,
119.701073，29.811823,868035047202268,199,5f42058d5bd7ea2d9023aab4,1597393795,浙**************0,9,
119.690025，29.794657,868035047226800,55,5f4205ff5bd7ea522a46e292,1597538534,浙***************号,0,
119.672997，29.807791,868035047199602,212,5f4206025bd7ea52295a1b12,1597391723,浙**************号,8,
119.690308，29.794729,868035047198517,244,5f4206045bd7ea5224465412,1597452869,浙***************号,29,
119.701073，29.811823,868035047202268,199,5f4206435bd7ea521e5a4202,1597393795,浙**************0,9,
119.681717，29.799593,868035047199609,320,5f4206455bd7ea522064dc82,1597448543,浙***************号,27,
119.701073，29.811823,868035047202268,199,5f4207b45bd7ea523248b412,1597393795,浙**************0,9,
119.681717，29.799593,868035047199609,320,5f4207b85bd7ea521f038e72,1597448543,浙***************号,27,
119.672997，29.807791,868035047199602,212,5f4208535bd7ea521d46d7f2,1597391723,浙**************号,8,
119.681717，29.799593,868035047199609,320,5f4208c85bd7ea52295a1b13,1597448543,浙***************号,27,
119.701073，29.811823,868035047202268,199,5f4208cb5bd7ea522f01a4b2,1597393795,浙**************0,9,
119.690025，29.794657,868035047226800,55,5f4208f45bd7ea5224465413,1597538534,浙***************号,0,
119.701073，29.811823,868035047202268,199,5f4209a75bd7ea521d46d7f3,1597393795,浙**************0,9,
119.701393，29.811562,868035047008314,328,5f420ad45bd7ea74cc2d8a92,1597229050,浙**************0,0,
119.693626，29.790152,868035047202425,68,5f420add5bd7ea74d706b292,1597390867,浙**************号,24,
119.681541，29.799778,868035047199609,330,5f420ade5bd7ea74bd6e6112,1597448548,浙***************号,11,
119.681541，29.799778,868035047199609,330,5f420b185bd7ea74bc214b42,1597448548,浙***************号,11,
119.681541，29.799778,868035047199609,330,5f420b335bd7ea74cc2d8a93,1597448548,浙***************号,11,
119.681541，29.799778,868035047199609,330,5f420b525bd7ea74be3e8072,1597448548,浙***************号,11,
119.701073，29.811823,868035047202268,199,5f420bcd5bd7ea74bd6e6113,1597393795,浙**************0,9,
119.681541，29.799778,868035047199609,330,5f420bd55bd7ea74ce5f6af2,1597448548,浙***************号,11,
119.701073，29.811823,868035047202268,199,5f420ceb5bd7ea74cd685852,1597393795,浙**************0,9,
119.681541，29.799778,868035047199609,330,5f420dbf5bd7ea74cd685853,1597448548,浙***************号,11,
119.673233，29.807131,868035047226806,266,5f420e995bd7ea74d226b952,1597450627,浙**************号,7,
119.681541，29.799778,868035047199609,330,5f420eb75bd7ea74c9787bb2,1597448548,浙***************号,11,
119.701073，29.811823,868035047202268,199,5f420eb95bd7ea74ce5f6af3,1597393795,浙**************0,9,
119.681541，29.799778,868035047199609,330,5f420ed65bd7ea74cc2d8a94,1597448548,浙***************号,11,
119.702789，29.810358,868035047202079,163,5f420ef55bd7ea74cd685854,1597448554,浙*************号,19,
119.701073，29.811823,868035047202268,199,5f420ef65bd7ea74bc214b43,1597393795,浙**************0,9,
119.702789，29.810358,868035047202079,163,5f420f905bd7ea194b71d712,1597448554,浙*************号,19,
119.702789，29.81036,868035047202079,163,5f420f905bd7ea194b71d713,1597448554,浙*************号,0,
119.70285，29.810255,868035047202079,147,5f420f915bd7ea194b71d714,1597448556,浙*************号,18,
119.70285，29.810255,868035047202079,147,5f420f915bd7ea194b71d715,1597448558,浙*************号,0,
119.702911，29.810162,868035047202079,141,5f420f915bd7ea194b71d716,1597448558,浙*************号,24,
119.702995，29.810047,868035047202079,147,5f420f915bd7ea194b71d717,1597448560,浙*************号,27,
119.703476，29.809322,868035047202079,150,5f420f915bd7ea194b71d718,1597448571,浙*************号,30,
119.703476，29.809322,868035047202079,150,5f420f925bd7ea194b71d719,1597448575,浙*************号,0,
119.681541，29.799778,868035047199609,330,5f420f925bd7ea194b71d71a,1597448579,浙***************号,0,
119.68148，29.799829,868035047199609,312,5f420f925bd7ea194b71d71b,1597448581,浙***************号,10,
119.681419，29.799889,868035047199609,323,5f420f925bd7ea194b71d71c,1597448583,浙***************号,17,
119.703972，29.808565,868035047202079,145,5f420f935bd7ea194b71d71d,1597448583,浙*************号,26,
119.681328，29.799969,868035047199609,313,5f420f935bd7ea194b71d71e,1597448585,浙***************号,22,
119.681137，29.800144,868035047199609,320,5f420f935bd7ea194b71d71f,1597448589,浙***************号,27,
119.704224，29.80827,868035047202079,139,5f420f935bd7ea194b71d720,1597448588,浙**************号,30,
119.704224，29.80827,868035047202079,139,5f420f935bd7ea194b71d721,1597448596,浙**************号,0,
119.68071，29.800655,868035047199609,328,5f420f945bd7ea194b71d722,1597448597,浙***************号,32,
119.704811，29.80765,868035047202079,139,5f420f945bd7ea194b71d723,1597448598,浙*************号,29,
119.68071，29.800655,868035047199609,328,5f420f945bd7ea194b71d724,1597448600,浙***************号,0,
119.680504，29.80094,868035047199609,323,5f420f945bd7ea194b71d725,1597448601,浙***************号,34,
119.679977，29.801516,868035047199609,317,5f420f955bd7ea194b71d726,1597448609,浙*************号,36,
119.679832，29.801645,868035047199609,312,5f420f955bd7ea194b71d727,1597448611,浙*************号,36,
119.70546，29.806952,868035047202079,142,5f420f955bd7ea194b71d728,1597448611,浙*************号,23,
119.705536，29.806866,868035047202079,137,5f420f955bd7ea194b71d729,1597448613,浙*************号,20,
119.705612，29.806801,868035047202079,130,5f420f965bd7ea194b71d72a,1597448615,浙****************号,17,
119.705696，29.806751,868035047202079,123,5f420f965bd7ea194b71d72b,1597448617,浙****************号,16,
119.705696，29.806751,868035047202079,123,5f420f965bd7ea194b71d72c,1597448617,浙****************号,0,
119.705788，29.806705,868035047202079,118,5f420f965bd7ea194b71d72d,1597448619,浙****************号,17,
119.690308，29.794729,868035047198517,244,5f420fb65bd7ea194b71d72e,1597452869,浙***************号,29,
119.691887，29.766663,868035042243433,214,5f420fb95bd7ea19503e1182,1597453777,浙**********线,20,
119.690025，29.794657,868035047226800,55,5f420fb95bd7ea19594a7ea2,1597538534,浙***************号,0,
119.673233，29.807131,868035047226806,266,5f4210205bd7ea194b71d72f,1597450627,浙**************号,7,
119.701393，29.811562,868035047008314,328,5f4210205bd7ea194f516ea2,1597229050,浙**************0,0,
119.679169，29.802191,868035047199609,316,5f4210375bd7ea195401d102,1597448620,浙*************号,34,
119.705887，29.806673,868035047202079,104,5f42105f5bd7ea19594a7ea3,1597448621,浙****************号,17,
119.673233，29.807131,868035047226806,266,5f4210605bd7ea195846c7d2,1597450627,浙**************号,7,
119.701073，29.811823,868035047202268,199,5f42109e5bd7ea19422a0162,1597393795,浙**************0,9,
119.705887，29.806673,868035047202079,104,5f42109e5bd7ea195846c7d3,1597448621,浙****************号,17,
119.701073，29.811823,868035047202268,199,5f4211345bd7ea195401d103,1597393795,浙**************0,9,
119.705887，29.806673,868035047202079,104,5f42113a5bd7ea195d28c742,1597448621,浙****************号,17,
119.705887，29.806673,868035047202079,104,5f4211ce5bd7ea19503e1183,1597448621,浙****************号,17,
119.701073，29.811823,868035047202268,199,5f4211d35bd7ea194027c262,1597393795,浙**************0,9,
119.701073，29.811823,868035047202268,199,5f4212385bd7ea194f516ea3,1597393795,浙**************0,9,
119.679176，29.786205,866551032797560,324,5f42127a5bd7ea194b71d730,1597538535,浙****************号,16,
119.679176，29.786205,866551032797560,324,5f4212f65bd7ea19503e1184,1597538535,浙****************号,16,
119.701073，29.811823,868035047202268,199,5f4213905bd7ea194027c263,1597393795,浙**************0,9,
119.705887，29.806673,868035047202079,104,5f4214305bd7ea3cd8086e42,1597448621,浙****************号,17,
119.690155，29.794687,868035047198517,279,5f4214305bd7ea3ce2718602,1597452873,浙***************号,10,
119.693741，29.790203,868035047202425,57,5f4214955bd7ea3ce10c7e72,1597390869,浙**************号,22,
119.704453，29.808069,868035047226064,314,5f42149a5bd7ea3cd8086e43,1597229050,浙*************号,33,
119.698067，29.796196,868035047008068,325,5f42149b5bd7ea3cd7382672,1597393797,浙*************3,28,
119.705986，29.806671,868035047202079,81,5f4215115bd7ea3ce10c7e73,1597448623,浙****************号,17,
119.698067，29.796196,868035047008068,325,5f4215125bd7ea3ce36ab472,1597393797,浙*************3,28,
119.698067，29.796196,868035047008068,325,5f42158b5bd7ea3ce10c7e74,1597393797,浙*************3,28,
119.705986，29.806671,868035047202079,81,5f4215915bd7ea3ce9747782,1597448623,浙****************号,17,
119.698067，29.796196,868035047008068,325,5f4215ed5bd7ea3cd55ee3d2,1597393797,浙*************3,28,
119.705986，29.806671,868035047202079,81,5f4215ef5bd7ea3ceb60c592,1597448623,浙****************号,17,
119.698067，29.796196,868035047008068,325,5f42164f5bd7ea3ce10c7e75,1597393797,浙*************3,28,
119.705986，29.806671,868035047202079,81,5f4216535bd7ea3ce2718603,1597448623,浙****************号,17,
119.679176，29.786205,866551032797560,324,5f4217495bd7ea3ce10c7e76,1597538535,浙****************号,16,
119.700996，29.811764,868035047202268,248,5f4217d55bd7ea3ce10c7e77,1597393797,浙**************0,17,
119.705986，29.806671,868035047202079,81,5f4217da5bd7ea3cd662d562,1597448623,浙****************号,17,
119.705986，29.806671,868035047202079,81,5f4218775bd7ea3cd7382673,1597448623,浙****************号,17,
119.700996，29.811764,868035047202268,248,5f42187b5bd7ea3ce9747783,1597393797,浙**************0,17,
119.69014，29.794708,868035047198517,304,5f4218da5bd7ea5f6d548012,1597452875,浙***************号,7,
119.691216，29.795176,868035047225587,14,5f4218da5bd7ea5f6d548013,1597452869,浙**************2,19,
119.672997，29.807791,868035047199602,212,5f4218db5bd7ea5f6242fc52,1597391723,浙**************号,8,
119.691322，29.795269,868035047225587,47,5f4218db5bd7ea5f6d548014,1597452871,浙**************2,27,
119.691322，29.795269,868035047225587,47,5f4218db5bd7ea5f6d548015,1597452873,浙**************2,0,
119.690086，29.794788,868035047198517,333,5f4218db5bd7ea5f6d548016,1597452877,浙**************6,15,
119.689987，29.794897,868035047198517,321,5f4218db5bd7ea5f6d548017,1597452881,浙**************6,8,
119.689941，29.794897,868035047198517,258,5f4218db5bd7ea5f6d548018,1597452883,浙**************6,6,
119.689903，29.79487,868035047198517,234,5f4218dc5bd7ea5f6d548019,1597452885,浙**************6,8,
119.689903，29.79487,868035047198517,234,5f4218dc5bd7ea5f6d54801a,1597452889,浙**************6,0,
119.689819，29.794811,868035047198517,181,5f4218dc5bd7ea5f6d54801b,1597452891,浙**************6,6,
119.689819，29.794765,868035047198517,204,5f4218dc5bd7ea5f6d54801c,1597452897,浙**************6,6,
119.69146，29.795355,868035047225587,55,5f4218dd5bd7ea5f6d54801d,1597452873,浙**************5,31,
119.692368，29.795858,868035047225587,60,5f4218dd5bd7ea5f6d54801e,1597452883,浙**************1,34,
119.69268，29.796022,868035047225587,53,5f4218dd5bd7ea5f6d54801f,1597452887,浙**************5,29,
119.692963，29.796175,868035047225587,63,5f4218dd5bd7ea5f6d548020,1597452891,浙**************1,27,
119.692963，29.796175,868035047225587,63,5f4218de5bd7ea5f6d548021,1597452896,浙**************1,0,
119.693413，29.796394,868035047225587,58,5f4218de5bd7ea5f6d548022,1597452897,浙**************8,30,
119.689789，29.794741,868035047198517,223,5f4218de5bd7ea5f6d548023,1597452899,浙**************6,8,
119.689728，29.794729,868035047198517,246,5f4218de5bd7ea5f6d548024,1597452901,浙**************8,9,
119.694008，29.796673,868035047225587,65,5f4218df5bd7ea5f6d548025,1597452905,浙**************7,28,
119.715591，29.808641,868035042254547,0,5f4218df5bd7ea5f6d548026,1597452906,浙**********路,0,
119.689674，29.794735,868035047198517,262,5f4218df5bd7ea5f6d548027,1597452903,浙**************8,9,
119.694427，29.796869,868035047225587,58,5f4218df5bd7ea5f6d548028,1597452911,浙***********路,25,
119.684334，29.796215,868035047227707,222,5f4218df5bd7ea5f6d548029,1597452912,浙***************号,0,
119.694427，29.796869,868035047225587,58,5f4218e05bd7ea5f6d54802a,1597452919,浙***********路,0,
119.715591，29.808641,868035042254547,0,5f4218e05bd7ea5f6d54802b,1597452919,浙**********路,0,
119.689575，29.794811,868035047198517,308,5f4218e05bd7ea5f6d54802c,1597452907,浙**************8,16,
119.689491，29.794872,868035047198517,314,5f4218e05bd7ea5f6d54802d,1597452909,浙**************8,17,
119.689491，29.794872,868035047198517,314,5f4218e05bd7ea5f6d54802e,1597452911,浙**************8,0,
119.689293，29.794983,868035047198517,297,5f4218e15bd7ea5f6d54802f,1597452917,浙**************8,6,
119.689293，29.795057,868035047198517,27,5f4218e15bd7ea5f6d548030,1597452927,浙**************号,9,
119.695259，29.797283,868035047225587,57,5f4218e15bd7ea5f6d548031,1597452927,浙**************8,16,
119.689369，29.795156,868035047198517,38,5f4218e15bd7ea5f6d548032,1597452931,浙*************8,9,
119.715591，29.808641,868035042254547,0,5f4218e15bd7ea5f6d548033,1597452934,浙**********路,0,
119.689369，29.795156,868035047198517,38,5f4218e15bd7ea5f6d548034,1597452932,浙*************8,0,
119.689415，29.795158,868035047198517,68,5f4218e25bd7ea5f6d548035,1597452933,浙*************8,6,
119.689438，29.795134,868035047198517,109,5f4218e25bd7ea5f6d548036,1597452935,浙*************8,6,
119.695259，29.797283,868035047225587,57,5f4218e35bd7ea5f6d548037,1597452942,浙**************8,0,
119.695877，29.797621,868035047225587,44,5f4218e35bd7ea5f6d548038,1597452949,浙***************号,13,
119.696068，29.797766,868035047225587,53,5f4218e35bd7ea5f6d548039,1597452953,浙**************9,27,
119.696892，29.798315,868035047225587,48,5f4218e45bd7ea5f6d54803a,1597452963,浙**************3,38,
119.696892，29.798315,868035047225587,48,5f4218e45bd7ea5f6d54803b,1597452964,浙**************3,0,
119.697708，29.798964,868035047225587,47,5f4218e45bd7ea5f6d54803c,1597452973,浙**************7,35,
119.697708，29.798964,868035047225587,47,5f4218e45bd7ea5f6d54803d,1597452985,浙**************7,0,
119.698456，29.799551,868035047225587,45,5f4218e55bd7ea5f6d54803e,1597452985,浙***************号,34,
119.699051，29.800098,868035047225587,40,5f4218e55bd7ea5f6d54803f,1597452993,浙***************号,38,
119.699623，29.800707,868035047225587,35,5f4218e55bd7ea5f6d548040,1597453001,浙***********路,38,
119.699623，29.800707,868035047225587,35,5f4218e55bd7ea5f6d548041,1597453006,浙***********路,0,
119.700203，29.801418,868035047225587,34,5f4218e65bd7ea5f6d548042,1597453011,浙***********路,25,
119.684334，29.796215,868035047227707,222,5f4218e65bd7ea5f6d548043,1597453023,浙***************号,0,
119.700386，29.801657,868035047225587,32,5f4218e65bd7ea5f6d548044,1597453023,浙***********路,0,
119.684334，29.796215,868035047227707,222,5f4218e65bd7ea5f6d548045,1597453035,浙***************号,0,
119.684334，29.796215,868035047227707,222,5f4218e65bd7ea5f6d548046,1597453038,浙***************号,0,
119.689766，29.795603,868035047200307,133,5f4218e75bd7ea5f6d548047,1597453040,浙**************号,0,
119.700386，29.801657,868035047225587,32,5f4218e75bd7ea5f6d548048,1597453041,浙***********路,0,
119.673187，29.8071,868035047226806,240,5f42192c5bd7ea5f5366c822,1597450629,浙**************号,13,
119.700996，29.811764,868035047202268,248,5f4219465bd7ea5f561f1e22,1597393797,浙**************0,17,
119.700996，29.811764,868035047202268,248,5f42196a5bd7ea5f6b19ed72,1597393797,浙**************0,17,
119.705986，29.806671,868035047202079,81,5f42196d5bd7ea5f647fb3f2,1597448623,浙****************号,17,
119.700996，29.811764,868035047202268,248,5f4219a55bd7ea5f561f1e23,1597393797,浙**************0,17,
119.705986，29.806671,868035047202079,81,5f4219a95bd7ea5f647fb3f3,1597448623,浙****************号,17,
119.679169，29.802191,868035047199609,316,5f421a365bd7ea5f6e185842,1597448623,浙*************号,0,
119.673187，29.8071,868035047226806,240,5f421a865bd7ea5f561f1e24,1597450629,浙**************号,13,
119.681892，29.796486,868035047010012,222,5f421ac65bd7ea5f6e185843,1597391723,浙**************号,19,
119.673187，29.8071,868035047226806,240,5f421b965bd7ea5f5c337232,1597450629,浙**************号,13,
119.704453，29.808069,868035047226064,314,5f421c365bd7ea5f5504d122,1597229050,浙*************号,33,
119.673187，29.8071,868035047226806,240,5f421d325bd7ea5f6b19ed73,1597450629,浙**************号,13,
119.679176，29.786205,866551032797560,324,5f421d8a5bd7ea04a056bd42,1597538535,浙****************号,16,
119.690201，29.794704,868035047226800,67,5f421d8b5bd7ea04a056bd43,1597538535,浙***************号,14,
119.686836，29.805914,868035047013990,67,5f421d8b5bd7ea04a056bd44,1597538535,浙**********路,9,
119.687012，29.805929,868035047013990,93,5f421d8b5bd7ea04a056bd45,1597538539,浙**********路,13,
119.687012，29.805929,868035047013990,93,5f421d8b5bd7ea04a056bd46,1597538539,浙**********路,0,
119.679176，29.786207,866551032797560,324,5f421d8c5bd7ea04a056bd47,1597538540,浙****************号,0,
119.704453，29.808069,868035047226064,314,5f421d8c5bd7ea04b372d662,1597229050,浙*************号,33,
119.704338，29.808187,868035047226064,319,5f421d8c5bd7ea04b372d663,1597229052,浙*************号,30,
119.704132，29.808409,868035047226064,324,5f421d8c5bd7ea04b372d664,1597229056,浙**************号,28,
119.678696，29.802622,868035047227814,318,5f421d8c5bd7ea04b372d665,1597229057,浙**********路,35,
119.701195，29.811871,868035047008314,316,5f421d8d5bd7ea04b372d666,1597229057,浙**************0,6,
119.678703，29.802622,868035047227814,318,5f421d8d5bd7ea04b372d667,1597229059,浙**********路,0,
119.678703，29.802622,868035047227814,318,5f421d8d5bd7ea04b372d668,1597229064,浙**********路,0,
119.703743，29.80892,868035047226064,330,5f421d8d5bd7ea04b372d669,1597229064,浙*************号,33,
119.687035，29.805943,868035047013990,290,5f421d8e5bd7ea04a056bd48,1597538561,浙**********路,14,
119.686966，29.805935,868035047013990,266,5f421d8e5bd7ea04a056bd49,1597538565,浙**********路,9,
119.686897，29.805902,868035047013990,247,5f421d8e5bd7ea04a056bd4a,1597538567,浙**********路,13,
119.680031，29.80027,868035042224490,52,5f421d8e5bd7ea04a056bd4b,1597538568,浙***************号,0,
119.676491，29.790545,868035047202300,34,5f421d8e5bd7ea04a056bd4c,1597538571,浙***************号,0,
119.686737，29.805855,868035047013990,256,5f421d8e5bd7ea04a056bd4d,1597538571,浙**********路,17,
119.703743，29.80892,868035047226064,330,5f421d8e5bd7ea04b372d66a,1597229066,浙*************号,0,
119.677971，29.803274,868035047227814,315,5f421d8e5bd7ea04b372d66b,1597229067,浙**********路,36,
119.703239，29.809702,868035047226064,328,5f421d8e5bd7ea04b372d66c,1597229074,浙*************号,35,
119.677238，29.803925,868035047227814,312,5f421d8e5bd7ea04b372d66d,1597229077,浙**********路,33,
119.701195，29.811871,868035047008314,316,5f421d8e5bd7ea04b372d66e,1597229079,浙**************0,0,
119.6866，29.805826,868035047013990,261,5f421d8f5bd7ea04a056bd4e,1597538573,浙**********路,22,
119.686447，29.805851,868035047013990,274,5f421d8f5bd7ea04a056bd4f,1597538575,浙**********路,24,
119.686226，29.805918,868035047013990,287,5f421d8f5bd7ea04a056bd50,1597538579,浙**********路,7,
119.68071，29.800571,868035042224490,49,5f421d8f5bd7ea04a056bd51,1597538584,浙**************0,0,
119.680717，29.800573,868035042224490,49,5f421d8f5bd7ea04a056bd52,1597538591,浙**************0,0,
119.677238，29.803925,868035047227814,312,5f421d8f5bd7ea04b372d66f,1597229080,浙**********路,0,
119.676598，29.80448,868035047227814,316,5f421d8f5bd7ea04b372d670,1597229087,浙**********路,32,
119.70269，29.810488,868035047226064,320,5f421d8f5bd7ea04b372d671,1597229088,浙**************号,23,
119.70269，29.810488,868035047226064,320,5f421d8f5bd7ea04b372d672,1597229089,浙**************号,0,
119.702621，29.810595,868035047226064,326,5f421d8f5bd7ea04b372d673,1597229090,浙**************号,24,
119.676491，29.790545,868035047202300,34,5f421d905bd7ea04a056bd53,1597538593,浙***************号,0,
119.680702，29.80069,868035042224490,317,5f421d905bd7ea04a056bd54,1597538602,浙***************号,9,
119.676491，29.790545,868035047202300,34,5f421d905bd7ea04a056bd55,1597538606,浙***************号,0,
119.680702，29.800692,868035042224490,317,5f421d905bd7ea04a056bd56,1597538607,浙***************号,0,
119.702477，29.810764,868035047226064,320,5f421d905bd7ea04b372d674,1597229094,浙**************号,24,
119.668045，29.799419,868035047226074,0,5f421d905bd7ea04b372d675,1597229098,浙*************号,0,
119.675903，29.805096,868035047227814,315,5f421d905bd7ea04b372d676,1597229097,浙**********路,32,
119.70237，29.810968,868035047226064,330,5f421d905bd7ea04b372d677,1597229098,浙**************号,19,
119.675903，29.805096,868035047227814,315,5f421d915bd7ea04b372d678,1597229104,浙**********路,0,
119.675171，29.805754,868035047227814,316,5f421d915bd7ea04b372d679,1597229109,浙**********路,31,
119.681717，29.796272,868035047201554,171,5f421d915bd7ea04b372d67a,1597229113,浙**************号,0,
119.678551，29.786863,866551032797560,315,5f421d925bd7ea04a056bd57,1597538609,浙****************号,7,
119.67453，29.806332,868035047227814,318,5f421d925bd7ea04b372d67b,1597229119,浙**************号,33,
119.674538，29.806334,868035047227814,318,5f421d925bd7ea04b372d67c,1597229126,浙**********路,0,
119.701195，29.811871,868035047008314,316,5f421d925bd7ea04b372d67d,1597229128,浙**************0,0,
119.673874，29.806911,868035047227814,311,5f421d925bd7ea04b372d67e,1597229129,浙*************7,28,
119.680565，29.800842,868035042224490,330,5f421d935bd7ea04a056bd58,1597538608,浙***************号,15,
119.680504，29.80093,868035042224490,324,5f421d935bd7ea04a056bd59,1597538610,浙***************号,19,
119.678551，29.786863,866551032797560,315,5f421d935bd7ea04a056bd5a,1597538612,浙****************号,0,
119.701088，29.812359,868035047008314,0,5f421d935bd7ea04b372d67f,1597229131,浙*************路,0,
119.701057，29.812279,868035047008314,122,5f421d935bd7ea04b372d680,1597229137,浙*************路,11,
119.678543，29.786924,866551032797560,354,5f421d945bd7ea04a056bd5b,1597538613,浙****************号,6,
119.678596，29.786987,866551032797560,36,5f421d945bd7ea04a056bd5c,1597538617,浙****************号,6,
119.676491，29.790545,868035047202300,34,5f421d945bd7ea04a056bd5d,1597538615,浙***************号,0,
119.678612，29.787037,866551032797560,6,5f421d945bd7ea04a056bd5e,1597538619,浙****************号,12,
119.678596，29.7871,866551032797560,351,5f421d945bd7ea04a056bd5f,1597538621,浙**********路,11,
119.701073，29.812185,868035047008314,155,5f421d945bd7ea04b372d681,1597229139,浙*************路,15,
119.681717，29.796272,868035047201554,171,5f421d945bd7ea04b372d682,1597229141,浙**************号,0,
119.701088，29.812075,868035047008314,163,5f421d945bd7ea04b372d683,1597229141,浙*************路,20,
119.678627，29.787153,866551032797560,27,5f421d955bd7ea04a056bd60,1597538623,浙**********路,11,
119.679985，29.801508,868035042224490,319,5f421d955bd7ea04a056bd61,1597538622,浙*************号,24,
119.672638，29.79199,868035047202300,300,5f421d955bd7ea04a056bd62,1597538624,浙************1,30,
119.678696，29.787195,866551032797560,44,5f421d955bd7ea04a056bd63,1597538625,浙**********路,13,
119.679985，29.801508,868035042224490,319,5f421d955bd7ea04a056bd64,1597538623,浙*************号,0,
119.673416，29.807255,868035047227814,306,5f421d955bd7ea04b372d684,1597229143,浙**************号,18,
119.701118，29.811897,868035047008314,168,5f421d955bd7ea04b372d685,1597229145,浙**************0,18,
119.673325，29.80732,868035047227814,312,5f421d955bd7ea04b372d686,1597229145,浙**************号,22,
119.668045，29.799421,868035047226074,0,5f421d955bd7ea04b372d687,1597229147,浙*************号,0,
119.678841，29.787275,866551032797560,56,5f421d965bd7ea04a056bd65,1597538629,浙***************8,15,
119.679688，29.801775,868035042224490,309,5f421d965bd7ea04a056bd66,1597538628,浙*************号,25,
119.678841，29.787275,866551032797560,56,5f421d965bd7ea04a056bd67,1597538629,浙***************8,0,
119.679466，29.801931,868035042224490,314,5f421d965bd7ea04a056bd68,1597538632,浙*************号,23,
